Number,PCR Number,PCR Name,Proposer,Status,PCR Type,Change Request,Create On,Last Modified On,OTM,Product Category,Impacted Products,Product Name ,Current Status,Next CP,PKO,BC,SDV Entry,SDV Exit,SIT Entry,SIT Exit,SVT Entry,SVT Exit,SOVP Entry, SS,EOL/LOD Date,TPM,SL,OTM/ODT Leader,Project Name,Platform_y,FF,Platform_x,Segment,Brand,PCB,MB ,Region,Chassis
497,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,IdeaCentre AIO 27IRH9,IdeaCentre AIO 27IRH9(FHD)(RPL-U/H),Concept,,TBD,,,,,,,,,2025-1,2026-03-31,kangclc,yandb1,yangxt4,,Intel_RPL-H,AIO,RPL-H/U,Consumer,IdeaCentre,AIO CPU refresh,,ROW,"27"""
498,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,IdeaCentre Tower 08IRR9,IdeaCentre Tower 08IRR9,Plan,2024-04-04,2023-11-28,2024-04-04,TBD,TBD,TBD,TBD,TBD,TBD,TBD,2024-9,,qianqiana,Songliang,hanjing7,TBD,Intel_RPL-S-R,SFF,RPL-S  B760 DDR5,Consumer,IdeaCentre,New PCB3,TBD,ROW & PRC,8.2L
499,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,IdeaCentre Tower 14IRR9,IdeaCentre Tower 14IRR9,SVT,2/23 -->2/6,2023-06-05,2023-09-05,2023-09-29,2023-11-30,2023-12-04,2/23 -->2/6,2024-02-16,2024-03-15,,2024-03-15,2025-06-30,Hua Dong,Jianfeng Wu,yuyan9,Malawi,Intel_RPL-S-R,TWR,RPL-S B760,Consumer,IdeaCentre,New PCB3,MB5,ROW & PRC,13.6L
500,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,LOQ Tower 17IRR9,LOQ Tower 17IRR9,SVT,2/23 -->2/6,2023-06-05,2023-09-05,2023-09-29,2023-11-30,2023-12-04,2/23 -->2/6,2024-02-16,2024-03-15,,2024-03-15,2025-06-30,Hua Dong,Jianfeng Wu,yuyan9,Pamir,Intel_RPL-S-R,TWR,RPL-S B760,Consumer,IdeaCentre,New PCB3,MB5,ROW & PRC,17L
501,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M70q Gen 5,ThinkCentre M70q Gen 5,SIT,2024-01-08,2023-06-12,2023-10-16,2023-11-10,2024-01-08,2024-01-22,2024-04-26,2024-05-09,2024-06-10,,2024-07-16,2026-06-30,wangjy75,zouzhi1,tanxh2,Meknes_M_Tiny,Intel_RPL-S-R,Tiny,Intel ADL Q670,Commercial,ThinkCentre M,PCB2-DDR5*2,MB2:TCM,WW,1L
502,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M70s Gen 5,ThinkCentre M70s Gen 5,SIT,2024-03-14,2023-02-28,2023-09-05,2023-10-07,2023-11-24,2023-12-13,2024-03-14,2024-03-15,2024-04-16,,2024-04-30,2026-03-30,Joyce Guo,Songhao Chen,zhangjn4,Meknes_M,Intel_RPL-S-R,SFF,ADL-S Q670 PAYG,Commercial,ThinkCentre M,New PCB3,MB1,WW,8.2L
503,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M70t Gen 5,ThinkCentre M70t Gen 5,SIT,2024-03-14,2023-02-28,2023-09-05,2023-10-07,2023-11-24,2023-12-13,2024-03-14,2024-03-15,2024-04-16,,2024-04-30,2026-03-30,Joyce Guo,Songhao Chen,zhangjn4,Meknes_M,Intel_RPL-S-R,TWR,ADL-S Q670 PAYG,Commercial,ThinkCentre M,New PCB3,MB1,WW,13.6L
504,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M75q Gen 5,ThinkCentre M75q Gen 5,SIT,2024-01-04,2023-02-06,2023-07-31,2023-10-20,2024-01-04,2024-01-10,2024-04-17,2024-04-24,2024-05-29,,2024-06-11,2026-06-30,yuanmei,chenlei38,tanxh2,Dayton,AMD_Phoenix AM5,Tiny,Phoenix Pro 600,Commercial,ThinkCentre M,New PCB,AM5,ROW,1L 
505,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M75s Gen 5,ThinkCentre M75s Gen5,SIT,2024-05-10,2023-02-14,2023-08-29,2023-09-11,2023-12-15,2023-12-25,2024-05-10,2024-05-20,2024-06-14,,2024-06-28,2026-09-30,wangjf2,liangwh5,gaozhuo1,Dayton_SFF,AMD_Phoenix AM5,SFF,PHoenix Pro665,Commercial,ThinkCentre M,8.2 PCB,AM5,ROW,8.2L
506,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M75t Gen 5,ThinkCentre M75t Gen5,SIT,-,-,2024-01-29,-,-,2024-05-06,2024-07-12,2024-07-22,2024-08-19,2024-08-29,2024-06-28,2026-08-29,wangjf2,liangwh5,gaozhuo1,Dayton_TWR,AMD_AMD_PNX AM5,SFF,PHoenix Pro665,Commercial,ThinkCentre M,8.2 PCB,AM5,ROW,8.2L
507,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M75t Gen 5,ThinkCentre M75t Gen5,Pre-SIT,-,-,2024-01-29,-,-,2024-05-06,2024-07-12,2024-07-22,2024-08-19,2024-08-29,2024-06-28,2026-08-29,wangjf2,liangwh5,gaozhuo1,Dayton_TWR,AMD_AMD_PNX AM5,SFF,PHoenix Pro665,Commercial,ThinkCentre M,AMD PCB,AM5,ROW,13.6L
508,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M90a Gen 5,ThinkCentre M90a Gen 5,SS,-,-,2023-07-11,,,2023-09-12,2023-11-28,2023-12-04,2024-01-02,,2024-01-16,2025-12-31,longyan1,,jiangping8,Minsk_M9,Intel_RPL-S-R,AIO,Intel RPL,Commercial,ThinkCentre M,,,ROW,
509,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M90q Gen 5,ThinkCentre M90q Gen 5,SIT,2024-01-01,2023-06-12,2023-10-16,2023-10-23,2024-01-01,2024-01-22,2024-04-26,2024-06-03,2024-07-15,,2024-08-06,2026-06-30,wangjy75,zouzhi1,tanxh2,Patreksfjord_M_Tiny,Intel_RPL-S-R,Tiny,Intel ADL Q670,Commercial,ThinkCentre M,PCB1-DDR5*2,MB1:TCM,WW,1L
510,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M90s Gen 5,ThinkCentre M90s Gen 5,SVT,2024-03-29,2023-06-05,2023-10-30,-,-,2023-11-06,2024-01-25,2024-02-01,2024-03-29,,2024-04-15,2026-06-30,kangxj2,Zhaoming3,zhangjn4,Patreks_M,Intel_RPL-S-R,SFF,ADL-S Q670,Commercial,ThinkCentre M,RPL PCB1(MSI),MB1,WW,8.2L
511,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre M90t Gen 5,ThinkCentre M90t Gen 5,SVT,2024-03-29,2023-06-05,2023-10-30,-,-,2023-11-06,2024-01-25,2024-02-01,2024-03-29,,2024-04-15,2026-06-30,kangxj2,Zhaoming3,zhangjn4,Patreks_M,Intel_RPL-S-R,TWR,ADL-S Q670,Commercial,ThinkCentre M,RPL PCB1(MSI),MB1,WW,17L
512,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo 50a 24 Gen 4,ThinkCentre neo 50a 24 Gen 5,Concept,,TBD,,,,,,,,,2025-1,2024-06-30,xuyuan4,jiazz3,"bairq2,liurc1",,Intel_RPL-P,AIO,RPL-H/U,SMB,ThinkCentre neo,AIO CPU refresh,,ROW & PRC,"24"""
513,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo 50a 24 Gen 5,ThinkCentre neo 50a 24 Gen 5,SS,-,-,2023-10-16,2023-08-28,2023-10-11,2023-10-30,2023-12-18,2023-12-21,2024-01-18,,2024-01-18,2026-06-30,xuyuan4,,yangxt4,Spain_E5,Intel_RPL-H/U,AIO,Intel RPL,SMB,ThinkCentre neo,,,ROW,"24"""
514,CP20240227_0005,Ukrainian Keyboard change request for DT all models,guoxia1,Separated,Others,"Reason： it is required by law to have specific Ukranian KB layout Change request： 1)       Remove Russia selection from Ukraine MTM configrator 2)       print layout change We need to add the letter «ґ»  in to the button «U/Г», to the top right corner. Picture see link or email(Ukrian KB print.docx) Running change until consume up old stock Scope： Add DT model standalone optional KB and inbox KB",2024-02-27T11:31:35.000,2024-02-27T11:52:14.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo 50a 27 Gen 5,ThinkCentre neo 50a 27 Gen 5,SS,-,-,2023-10-16,2023-08-28,2023-10-11,2023-10-30,2023-12-18,2023-12-21,2024-01-18,,2024-01-18,2026-06-30,kangclc,,yangxt4,Spain_E6,Intel_RPL-H/U,AIO,Intel RPL,SMB,ThinkCentre neo,,,ROW,"27"""
